0.000000	0.140000	sil
0.140000	0.640000	london
0.640000	0.840000	sil
0.840000	1.180000	bridge
1.180000	1.400000	is
1.400000	2.080000	falling
2.080000	2.480000	down
2.480000	2.690000	sil
2.690000	3.360000	falling
3.360000	3.720000	down
3.720000	4.020000	sil
4.020000	4.640000	falling
4.640000	4.970000	down
4.970000	5.250000	sil
5.250000	5.850000	london
5.850000	6.260000	bridge
6.260000	6.470000	is
6.470000	7.130000	falling
7.130000	7.410000	down
7.410000	7.730000	sil
7.730000	8.330000	my
8.330000	8.380000	sil
8.380000	8.960000	fair
8.960000	9.020000	sil
9.020000	9.600000	lady
9.600000	10.260000	sil
10.260000	10.670000	build
10.670000	10.940000	it
10.940000	11.220000	up
11.220000	11.430000	with
11.430000	11.460000	sil
11.460000	12.090000	iron
12.090000	12.590000	bars
12.590000	12.770000	sil
12.770000	13.310000	iron
13.310000	14.000000	bars
14.000000	14.510000	iron
14.510000	14.540000	sil
14.540000	15.080000	bars
15.080000	15.170000	sil
15.170000	15.560000	build
15.560000	15.850000	it
15.850000	16.110000	up
16.110000	16.310000	with
16.310000	16.340000	sil
16.340000	16.950000	iron
16.950000	17.350000	bars
17.350000	17.750000	sil
17.750000	18.310000	my
18.310000	18.400000	sil
18.400000	18.970000	fair
18.970000	19.030000	sil
19.030000	19.640000	lady
19.640000	20.290000	sil
20.290000	20.850000	iron
20.850000	21.230000	bars
21.230000	21.430000	will
21.430000	21.480000	sil
21.480000	21.860000	bend
21.860000	22.110000	and
22.110000	22.550000	break
22.550000	22.690000	sil
22.690000	23.040000	bend
23.040000	23.290000	and
23.290000	23.340000	sil
23.340000	23.760000	break
23.760000	23.910000	sil
23.910000	24.310000	bend
24.310000	24.560000	and
24.560000	25.160000	break
25.160000	25.710000	iron
25.710000	26.070000	bars
26.070000	26.280000	will
26.280000	26.320000	sil
26.320000	26.700000	bend
26.700000	26.870000	and
26.870000	26.940000	sil
26.940000	27.260000	break
27.260000	27.560000	sil
27.560000	28.150000	my
28.150000	28.220000	sil
28.220000	28.730000	fair
28.730000	28.760000	sil
28.760000	29.440000	lady
29.440000	30.090000	sil
30.090000	30.560000	build
30.560000	30.710000	it
30.710000	30.970000	up
30.970000	31.130000	with
31.130000	31.180000	sil
31.180000	31.600000	gold
31.600000	31.740000	and
31.740000	32.340000	silver
32.340000	32.800000	gold
32.800000	32.960000	and
32.960000	33.580000	silver
33.580000	34.020000	gold
34.020000	34.210000	and
34.210000	34.740000	silver
34.740000	35.340000	build
35.340000	35.500000	it
35.500000	35.760000	up
35.760000	35.980000	with
35.980000	36.370000	gold
36.370000	36.540000	and
36.540000	37.070000	silver
37.070000	37.250000	sil
37.250000	37.740000	my
37.740000	37.850000	sil
37.850000	38.210000	fair
38.210000	38.390000	sil
38.390000	39.100000	lady
39.100000	39.810000	sil
39.810000	40.420000	london
40.420000	40.790000	bridge
40.790000	41.000000	is
41.000000	41.640000	falling
41.640000	42.160000	down
42.160000	42.220000	sil
42.220000	42.830000	falling
42.830000	43.340000	down
43.340000	44.070000	falling
44.070000	44.560000	down
44.560000	44.610000	sil
44.610000	45.300000	london
45.300000	45.620000	bridge
45.620000	45.780000	is
45.780000	46.440000	falling
46.440000	46.730000	down
46.730000	47.150000	sil
47.150000	47.670000	my
47.670000	47.720000	sil
47.720000	48.200000	fair
48.200000	48.230000	sil
48.230000	48.420000	lady
